stationName,Month,Monthly_Mean_Temp
Burari OJB Ex. Eng Office,2024-06-30,307.7187194824219
Burari OJB Ex. Eng Office,2024-07-31,303.2906494140625
Burari OJB Ex. Eng Office,2024-08-31,301.4309997558594
Burari OJB Ex. Eng Office,2024-09-30,300.64117431640625
Burari OJB Ex. Eng Office,2024-10-31,299.5660400390625
Burari OJB Ex. Eng Office,2024-11-30,294.69244384765625
Burari OJB Ex. Eng Office,2024-12-31,287.8137512207031
Burari OJB Ex. Eng Office,2025-01-31,286.6753234863281
Burari OJB Ex. Eng Office,2025-02-28,290.92584228515625
Burari OJB Ex. Eng Office,2025-03-31,295.64398193359375
Burari OJB Ex. Eng Office,2025-04-30,303.0739440917969
Burari OJB Ex. Eng Office,2025-05-31,304.7079162597656
Burari OJB Ex. Eng Office,2025-06-30,304.5226135253906
Burari OJB Ex. Eng Office,2025-07-31,301.86505126953125
Burari OJB Ex. Eng Office,2025-08-31,301.2682189941406
Delhi East MAYUR VIHAR Chilla Regulator,2022-12-31,288.2099609375
Delhi East MAYUR VIHAR Chilla Regulator,2023-01-31,285.8238220214844
Delhi East MAYUR VIHAR Chilla Regulator,2023-02-28,291.9241027832031
Delhi East MAYUR VIHAR Chilla Regulator,2023-03-31,295.37017822265625
Delhi East MAYUR VIHAR Chilla Regulator,2023-04-30,299.9166564941406
Delhi East MAYUR VIHAR Chilla Regulator,2023-05-31,302.4510803222656
Delhi East MAYUR VIHAR Chilla Regulator,2023-06-30,304.4998779296875
Delhi East MAYUR VIHAR Chilla Regulator,2023-07-31,302.1528625488281
Delhi East MAYUR VIHAR Chilla Regulator,2023-08-31,302.80694580078125
Delhi East MAYUR VIHAR Chilla Regulator,2023-09-30,301.7679138183594
Delhi East MAYUR VIHAR Chilla Regulator,2023-10-31,298.5460510253906
Delhi East MAYUR VIHAR Chilla Regulator,2023-11-30,294.0545349121094
Delhi East MAYUR VIHAR Chilla Regulator,2023-12-31,288.89007568359375
Delhi East MAYUR VIHAR Chilla Regulator,2024-01-31,285.1571350097656
Delhi East MAYUR VIHAR Chilla Regulator,2024-02-29,289.3346252441406
Delhi East MAYUR VIHAR Chilla Regulator,2024-03-31,294.7248840332031
Delhi East MAYUR VIHAR Chilla Regulator,2024-04-30,301.89697265625
Delhi East MAYUR VIHAR Chilla Regulator,2024-05-31,306.9232482910156
Delhi East MAYUR VIHAR Chilla Regulator,2024-06-30,307.73773193359375
Delhi East MAYUR VIHAR Chilla Regulator,2024-07-31,303.27276611328125
Delhi East MAYUR VIHAR Chilla Regulator,2024-08-31,301.36016845703125
Delhi East MAYUR VIHAR Chilla Regulator,2024-09-30,300.5596008300781
Delhi East MAYUR VIHAR Chilla Regulator,2024-10-31,299.33148193359375
Delhi East MAYUR VIHAR Chilla Regulator,2024-11-30,294.5631408691406
Delhi East MAYUR VIHAR Chilla Regulator,2024-12-31,287.8800964355469
Delhi East MAYUR VIHAR Chilla Regulator,2025-01-31,286.80780029296875
Delhi East MAYUR VIHAR Chilla Regulator,2025-02-28,291.0461730957031
Delhi East MAYUR VIHAR Chilla Regulator,2025-03-31,295.8414001464844
Delhi East MAYUR VIHAR Chilla Regulator,2025-04-30,303.10565185546875
Delhi East MAYUR VIHAR Chilla Regulator,2025-05-31,304.7624206542969
Delhi East MAYUR VIHAR Chilla Regulator,2025-06-30,304.4964904785156
Delhi East MAYUR VIHAR Chilla Regulator,2025-07-31,301.8397521972656
Delhi East MAYUR VIHAR Chilla Regulator,2025-08-31,301.2220764160156
Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,2022-12-31,288.2099609375
Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,2023-01-31,285.8238220214844
Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,2023-02-28,291.9241027832031
Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,2023-03-31,295.37017822265625
Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,2023-04-30,299.9166564941406
Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,2023-05-31,302.4510803222656
Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,2023-06-30,304.4998779296875
Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,2023-07-31,302.1528625488281
Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,2023-08-31,302.80694580078125
Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,2023-09-30,301.7679138183594
Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,2023-10-31,298.5460510253906
Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,2023-11-30,294.0545349121094
Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,2023-12-31,288.89007568359375
Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,2024-01-31,285.1571350097656
Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,2024-02-29,289.3346252441406
Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,2024-03-31,294.7248840332031
Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,2024-04-30,301.89697265625
Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,2024-05-31,306.9232482910156
Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,2024-06-30,307.73773193359375
Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,2024-07-31,303.27276611328125
Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,2024-08-31,301.36016845703125
Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,2024-09-30,300.5596008300781
Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,2024-10-31,299.33148193359375
Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,2024-11-30,294.5631408691406
Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,2024-12-31,287.8800964355469
Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,2025-01-31,286.80780029296875
Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,2025-02-28,291.0461730957031
Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,2025-03-31,295.8414001464844
Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,2025-04-30,303.10565185546875
Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,2025-05-31,304.7624206542969
Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,2025-06-30,304.4964904785156
Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,2025-07-31,301.8397521972656
Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,2025-08-31,301.2220764160156
gazipur crossing pz,2022-12-31,288.2099609375
gazipur crossing pz,2023-01-31,285.8238220214844
gazipur crossing pz,2023-02-28,291.9241027832031
gazipur crossing pz,2023-03-31,295.37017822265625
gazipur crossing pz,2023-04-30,299.9166564941406
gazipur crossing pz,2023-05-31,302.4510803222656
gazipur crossing pz,2023-06-30,304.4998779296875
gazipur crossing pz,2023-07-31,302.1528625488281
gazipur crossing pz,2023-08-31,302.80694580078125
gazipur crossing pz,2023-09-30,301.7679138183594
gazipur crossing pz,2023-10-31,298.5460510253906
gazipur crossing pz,2023-11-30,294.0545349121094
gazipur crossing pz,2023-12-31,288.89007568359375
gazipur crossing pz,2024-01-31,285.1571350097656
gazipur crossing pz,2024-02-29,289.3346252441406
gazipur crossing pz,2024-03-31,294.7248840332031
gazipur crossing pz,2024-04-30,301.89697265625
gazipur crossing pz,2024-05-31,306.9232482910156
gazipur crossing pz,2024-06-30,307.73773193359375
gazipur crossing pz,2024-07-31,303.27276611328125
gazipur crossing pz,2024-08-31,301.36016845703125
gazipur crossing pz,2024-09-30,300.5596008300781
gazipur crossing pz,2024-10-31,299.33148193359375
gazipur crossing pz,2024-11-30,294.5631408691406
gazipur crossing pz,2024-12-31,287.8800964355469
gazipur crossing pz,2025-01-31,286.80780029296875
gazipur crossing pz,2025-02-28,291.0461730957031
gazipur crossing pz,2025-03-31,295.8414001464844
gazipur crossing pz,2025-04-30,303.10565185546875
gazipur crossing pz,2025-05-31,304.7624206542969
gazipur crossing pz,2025-06-30,304.4964904785156
gazipur crossing pz,2025-07-31,301.8397521972656
gazipur crossing pz,2025-08-31,301.2220764160156
Delhi East PREET VIHAR Bank Enclave Pz,2022-12-31,288.2099609375
Delhi East PREET VIHAR Bank Enclave Pz,2023-01-31,285.8238220214844
Delhi East PREET VIHAR Bank Enclave Pz,2023-02-28,291.9241027832031
Delhi East PREET VIHAR Bank Enclave Pz,2023-03-31,295.37017822265625
Delhi East PREET VIHAR Bank Enclave Pz,2023-04-30,299.9166564941406
Delhi East PREET VIHAR Bank Enclave Pz,2023-05-31,302.4510803222656
Delhi East PREET VIHAR Bank Enclave Pz,2023-06-30,304.4998779296875
Delhi East PREET VIHAR Bank Enclave Pz,2023-07-31,302.1528625488281
Delhi East PREET VIHAR Bank Enclave Pz,2023-08-31,302.80694580078125
Delhi East PREET VIHAR Bank Enclave Pz,2023-09-30,301.7679138183594
Delhi East PREET VIHAR Bank Enclave Pz,2023-10-31,298.5460510253906
Delhi East PREET VIHAR Bank Enclave Pz,2023-11-30,294.0545349121094
Delhi East PREET VIHAR Bank Enclave Pz,2023-12-31,288.89007568359375
Delhi East PREET VIHAR Bank Enclave Pz,2024-01-31,285.1571350097656
Delhi East PREET VIHAR Bank Enclave Pz,2024-02-29,289.3346252441406
Delhi East PREET VIHAR Bank Enclave Pz,2024-03-31,294.7248840332031
Delhi East PREET VIHAR Bank Enclave Pz,2024-04-30,301.89697265625
Delhi East PREET VIHAR Bank Enclave Pz,2024-05-31,306.9232482910156
Delhi East PREET VIHAR Bank Enclave Pz,2024-06-30,307.73773193359375
Delhi East PREET VIHAR Bank Enclave Pz,2024-07-31,303.27276611328125
Delhi East PREET VIHAR Bank Enclave Pz,2024-08-31,301.36016845703125
Delhi East PREET VIHAR Bank Enclave Pz,2024-09-30,300.5596008300781
Delhi East PREET VIHAR Bank Enclave Pz,2024-10-31,299.33148193359375
Delhi East PREET VIHAR Bank Enclave Pz,2024-11-30,294.5631408691406
Delhi East PREET VIHAR Bank Enclave Pz,2024-12-31,287.8800964355469
Delhi East PREET VIHAR Bank Enclave Pz,2025-01-31,286.80780029296875
Delhi East PREET VIHAR Bank Enclave Pz,2025-02-28,291.0461730957031
Delhi East PREET VIHAR Bank Enclave Pz,2025-03-31,295.8414001464844
Delhi East PREET VIHAR Bank Enclave Pz,2025-04-30,303.10565185546875
Delhi East PREET VIHAR Bank Enclave Pz,2025-05-31,304.7624206542969
Delhi East PREET VIHAR Bank Enclave Pz,2025-06-30,304.4964904785156
Delhi East PREET VIHAR Bank Enclave Pz,2025-07-31,301.8397521972656
Delhi East PREET VIHAR Bank Enclave Pz,2025-08-31,301.2220764160156
Delhi East PREET VIHAR Gujarat Vihar Pz,2022-12-31,288.2099609375
Delhi East PREET VIHAR Gujarat Vihar Pz,2023-01-31,285.8238220214844
Delhi East PREET VIHAR Gujarat Vihar Pz,2023-02-28,291.9241027832031
Delhi East PREET VIHAR Gujarat Vihar Pz,2023-03-31,295.37017822265625
Delhi East PREET VIHAR Gujarat Vihar Pz,2023-04-30,299.9166564941406
Delhi East PREET VIHAR Gujarat Vihar Pz,2023-05-31,302.4510803222656
Delhi East PREET VIHAR Gujarat Vihar Pz,2023-06-30,304.4998779296875
Delhi East PREET VIHAR Gujarat Vihar Pz,2023-07-31,302.1528625488281
Delhi East PREET VIHAR Gujarat Vihar Pz,2023-08-31,302.80694580078125
Delhi East PREET VIHAR Gujarat Vihar Pz,2023-09-30,301.7679138183594
Delhi East PREET VIHAR Gujarat Vihar Pz,2023-10-31,298.5460510253906
Delhi East PREET VIHAR Gujarat Vihar Pz,2023-11-30,294.0545349121094
Delhi East PREET VIHAR Gujarat Vihar Pz,2023-12-31,288.89007568359375
Delhi East PREET VIHAR Gujarat Vihar Pz,2024-01-31,285.1571350097656
Delhi East PREET VIHAR Gujarat Vihar Pz,2024-02-29,289.3346252441406
Delhi East PREET VIHAR Gujarat Vihar Pz,2024-03-31,294.7248840332031
Delhi East PREET VIHAR Gujarat Vihar Pz,2024-04-30,301.89697265625
Delhi East PREET VIHAR Gujarat Vihar Pz,2024-05-31,306.9232482910156
Delhi East PREET VIHAR Gujarat Vihar Pz,2024-06-30,307.73773193359375
Delhi East PREET VIHAR Gujarat Vihar Pz,2024-07-31,303.27276611328125
Delhi East PREET VIHAR Gujarat Vihar Pz,2024-08-31,301.36016845703125
Delhi East PREET VIHAR Gujarat Vihar Pz,2024-09-30,300.5596008300781
Delhi East PREET VIHAR Gujarat Vihar Pz,2024-10-31,299.33148193359375
