stationName,Month,Monthly_Total_Rain
Khela Ghat Bhela road_1,2023-07-31,3.2446465492248535
Khela Ghat Bhela road_1,2023-08-31,0.6413880586624146
Khela Ghat Bhela road_1,2023-09-30,1.0410487651824951
Khela Ghat Bhela road_1,2023-10-31,0.06236220896244049
Khela Ghat Bhela road_1,2023-11-30,0.1239304393529892
Khela Ghat Bhela road_1,2023-12-31,0.010273762047290802
Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,2020-01-31,0.9854329824447632
Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,2020-02-29,1.1702384948730469
Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,2020-03-31,1.1928044557571411
Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,2020-04-30,0.314982533454895
Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,2020-05-31,0.5411776304244995
Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,2020-06-30,0.41217607259750366
Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,2020-07-31,1.5059661865234375
Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,2020-08-31,2.36496639251709
Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,2020-09-30,0.5923468470573425
Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,2020-10-31,0.00022170765441842377
Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,2020-11-30,0.2619989514350891
Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,2020-12-31,0.026611069217324257
Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,2021-01-31,0.43192359805107117
Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,2021-02-28,0.09210812300443649
Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,2021-03-31,0.1058448925614357
Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,2021-04-30,0.05494634062051773
Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,2021-05-31,1.130204677581787
Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,2021-06-30,0.43824729323387146
Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,2021-07-31,3.7715229988098145
Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,2021-08-31,1.574211597442627
Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,2021-09-30,2.6187407970428467
Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,2021-10-31,0.8973473310470581
Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,2021-11-30,0.0006999088218435645
Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,2021-12-31,0.15954124927520752
Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,2022-01-31,0.8331891298294067
Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,2022-02-28,0.5434514284133911
Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,2022-03-31,0.04246123880147934
Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,2022-04-30,0.035456202924251556
Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,2022-05-31,0.3560520112514496
Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,2022-06-30,0.9274753928184509
Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,2022-07-31,2.4587242603302
Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,2022-08-31,1.2021074295043945
Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,2022-09-30,2.1471729278564453
Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,2022-10-31,2.0019822120666504
Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,2022-11-30,0.0365481823682785
Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,2022-12-31,0.0014237287687137723
Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,2023-01-31,0.36929115653038025
Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,2023-02-28,0.019590862095355988
Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,2023-03-31,0.8315404653549194
Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,2023-04-30,0.25425732135772705
Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,2023-05-31,1.0772231817245483
Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,2023-06-30,1.3106341361999512
Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,2023-07-31,3.515881061553955
Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,2023-08-31,0.7649244070053101
Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,2023-09-30,1.1460646390914917
Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,2023-10-31,0.07845315337181091
Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,2023-11-30,0.09856584668159485
Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,2023-12-31,0.015886811539530754
Delhi East PREET VIHAR Bank Enclave Pz,2020-01-31,0.9854329824447632
Delhi East PREET VIHAR Bank Enclave Pz,2020-02-29,1.1702384948730469
Delhi East PREET VIHAR Bank Enclave Pz,2020-03-31,1.1928044557571411
Delhi East PREET VIHAR Bank Enclave Pz,2020-04-30,0.314982533454895
Delhi East PREET VIHAR Bank Enclave Pz,2020-05-31,0.5411776304244995
Delhi East PREET VIHAR Bank Enclave Pz,2020-06-30,0.41217607259750366
Delhi East PREET VIHAR Bank Enclave Pz,2020-07-31,1.5059661865234375
Delhi East PREET VIHAR Bank Enclave Pz,2020-08-31,2.36496639251709
Delhi East PREET VIHAR Bank Enclave Pz,2020-09-30,0.5923468470573425
Delhi East PREET VIHAR Bank Enclave Pz,2020-10-31,0.00022170765441842377
Delhi East PREET VIHAR Bank Enclave Pz,2020-11-30,0.2619989514350891
Delhi East PREET VIHAR Bank Enclave Pz,2020-12-31,0.026611069217324257
Delhi East PREET VIHAR Bank Enclave Pz,2021-01-31,0.43192359805107117
Delhi East PREET VIHAR Bank Enclave Pz,2021-02-28,0.09210812300443649
Delhi East PREET VIHAR Bank Enclave Pz,2021-03-31,0.1058448925614357
Delhi East PREET VIHAR Bank Enclave Pz,2021-04-30,0.05494634062051773
Delhi East PREET VIHAR Bank Enclave Pz,2021-05-31,1.130204677581787
Delhi East PREET VIHAR Bank Enclave Pz,2021-06-30,0.43824729323387146
Delhi East PREET VIHAR Bank Enclave Pz,2021-07-31,3.7715229988098145
Delhi East PREET VIHAR Bank Enclave Pz,2021-08-31,1.574211597442627
Delhi East PREET VIHAR Bank Enclave Pz,2021-09-30,2.6187407970428467
Delhi East PREET VIHAR Bank Enclave Pz,2021-10-31,0.8973473310470581
Delhi East PREET VIHAR Bank Enclave Pz,2021-11-30,0.0006999088218435645
Delhi East PREET VIHAR Bank Enclave Pz,2021-12-31,0.15954124927520752
Delhi East PREET VIHAR Bank Enclave Pz,2022-01-31,0.8331891298294067
Delhi East PREET VIHAR Bank Enclave Pz,2022-02-28,0.5434514284133911
Delhi East PREET VIHAR Bank Enclave Pz,2022-03-31,0.04246123880147934
Delhi East PREET VIHAR Bank Enclave Pz,2022-04-30,0.035456202924251556
Delhi East PREET VIHAR Bank Enclave Pz,2022-05-31,0.3560520112514496
Delhi East PREET VIHAR Bank Enclave Pz,2022-06-30,0.9274753928184509
Delhi East PREET VIHAR Bank Enclave Pz,2022-07-31,2.4587242603302
Delhi East PREET VIHAR Bank Enclave Pz,2022-08-31,1.2021074295043945
Delhi East PREET VIHAR Bank Enclave Pz,2022-09-30,2.1471729278564453
Delhi East PREET VIHAR Bank Enclave Pz,2022-10-31,2.0019822120666504
Delhi East PREET VIHAR Bank Enclave Pz,2022-11-30,0.0365481823682785
Delhi East PREET VIHAR Bank Enclave Pz,2022-12-31,0.0014237287687137723
Delhi East PREET VIHAR Bank Enclave Pz,2023-01-31,0.36929115653038025
Delhi East PREET VIHAR Bank Enclave Pz,2023-02-28,0.019590862095355988
Delhi East PREET VIHAR Bank Enclave Pz,2023-03-31,0.8315404653549194
Delhi East PREET VIHAR Bank Enclave Pz,2023-04-30,0.25425732135772705
Delhi East PREET VIHAR Bank Enclave Pz,2023-05-31,1.0772231817245483
Delhi East PREET VIHAR Bank Enclave Pz,2023-06-30,1.3106341361999512
Delhi East PREET VIHAR Bank Enclave Pz,2023-07-31,3.515881061553955
Delhi East PREET VIHAR Bank Enclave Pz,2023-08-31,0.7649244070053101
Delhi East PREET VIHAR Bank Enclave Pz,2023-09-30,1.1460646390914917
Delhi East PREET VIHAR Bank Enclave Pz,2023-10-31,0.07845315337181091
Delhi East PREET VIHAR Bank Enclave Pz,2023-11-30,0.09856584668159485
Delhi East PREET VIHAR Bank Enclave Pz,2023-12-31,0.015886811539530754
Delhi_East_Mayur Vihar_Chilla Saroda Pz,2020-01-31,0.9854329824447632
Delhi_East_Mayur Vihar_Chilla Saroda Pz,2020-02-29,1.1702384948730469
Delhi_East_Mayur Vihar_Chilla Saroda Pz,2020-03-31,1.1928044557571411
Delhi_East_Mayur Vihar_Chilla Saroda Pz,2020-04-30,0.314982533454895
Delhi_East_Mayur Vihar_Chilla Saroda Pz,2020-05-31,0.5411776304244995
Delhi_East_Mayur Vihar_Chilla Saroda Pz,2020-06-30,0.41217607259750366
Delhi_East_Mayur Vihar_Chilla Saroda Pz,2020-07-31,1.5059661865234375
Delhi_East_Mayur Vihar_Chilla Saroda Pz,2020-08-31,2.36496639251709
Delhi_East_Mayur Vihar_Chilla Saroda Pz,2020-09-30,0.5923468470573425
Delhi_East_Mayur Vihar_Chilla Saroda Pz,2020-10-31,0.00022170765441842377
Delhi_East_Mayur Vihar_Chilla Saroda Pz,2020-11-30,0.2619989514350891
Delhi_East_Mayur Vihar_Chilla Saroda Pz,2020-12-31,0.026611069217324257
Delhi_East_Mayur Vihar_Chilla Saroda Pz,2021-01-31,0.43192359805107117
Delhi_East_Mayur Vihar_Chilla Saroda Pz,2021-02-28,0.09210812300443649
Delhi_East_Mayur Vihar_Chilla Saroda Pz,2021-03-31,0.1058448925614357
